40,2,1000,76.866311
16.66666667,0.666666667,800,73.238863
22.5,2,700,71.060563
28.33333333,2,1200,78.542307
28.33333333,2,1000,76.511377
34.16666667,2,700,71.421367
16.66666667,1,800,73.235971
40,0.666666667,800,73.916461
22.5,1.333333333,700,71.060606
34.16666667,1.666666667,1000,76.643122
28.33333333,0.666666667,800,73.676295
34.16666667,1.333333333,700,71.608179
22.5,0.666666667,700,71.327765
40,1,800,73.908532
40,1,1100,78.088226
28.33333333,1.333333333,1100,77.823777
40,1.666666667,700,71.632283
22.5,1.333333333,900,75.173431
28.33333333,2,900,75.159544
40,1.333333333,800,73.889899
40,1.333333333,700,71.708883
10.83333333,0.666666667,1000,75.825655
40,1.666666667,1000,76.868939
28.33333333,1,700,71.495034
16.66666667,1,1100,77.384371
40,1.333333333,900,75.589158
28.33333333,2,700,71.300482
10.83333333,1.333333333,700,70.646275
34.16666667,0.333333333,800,73.817075
10.83333333,1.333333333,1000,75.821661
40,2,1200,78.916624
10.83333333,1.666666667,1100,76.919783
10.83333333,1,800,72.800843
22.5,1,1000,76.542183
10.83333333,1.333333333,900,74.47653
10.83333333,1.666666667,1000,75.908014
10.83333333,1.666666667,900,74.32673
28.33333333,1.666666667,1200,78.542103
40,1,1000,76.970919
16.66666667,0.333333333,1100,77.389811
34.16666667,0.666666667,800,73.810414
40,1.333333333,1000,76.951363
10.83333333,0.666666667,900,74.479921
16.66666667,1.666666667,700,71.148462
16.66666667,0.666666667,1100,77.387342
16.66666667,1.333333333,1100,77.377891
40,0.666666667,900,75.616545
10.83333333,1,1200,77.851587
10.83333333,1.666666667,1200,77.832587
34.16666667,1,1100,77.977922
